GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro,gen_storage_energy_to_power_ratio,gen_can_suspend
Shanxi-EP_Coal_300_DRY-ep-227,existing.227,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-228,existing.228,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-229,existing.229,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-232,existing.232,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-233,existing.233,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-240,existing.240,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-241,existing.241,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-242,existing.242,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-243,existing.243,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-244,existing.244,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-245,existing.245,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-246,existing.246,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-247,existing.247,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-248,existing.248,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-249,existing.249,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-250,existing.250,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-251,existing.251,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-252,existing.252,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-253,existing.253,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-258,existing.258,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-259,existing.259,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-260,existing.260,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-261,existing.261,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-262,existing.262,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-263,existing.263,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-264,existing.264,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-265,existing.265,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-266,existing.266,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-267,existing.267,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-270,existing.270,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-271,existing.271,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-272,existing.272,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-273,existing.273,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-274,existing.274,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-275,existing.275,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-276,existing.276,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-277,existing.277,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-278,existing.278,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-279,existing.279,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-280,existing.280,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-281,existing.281,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-282,existing.282,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-283,existing.283,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-284,existing.284,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-285,existing.285,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-286,existing.286,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-287,existing.287,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-288,existing.288,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-289,existing.289,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-290,existing.290,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-293,existing.293,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-294,existing.294,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-3019,existing.3019,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-3020,existing.3020,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_DRY-ep-3021,existing.3021,EP_Coal_300_DRY,Coal,Shanxi,35,False,True,False,False,False,8.8,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_OT-ep-291,existing.291,EP_Coal_300_OT,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_OT-ep-292,existing.292,EP_Coal_300_OT,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-230,existing.230,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-231,existing.231,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-234,existing.234,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-235,existing.235,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-236,existing.236,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-237,existing.237,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-238,existing.238,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-239,existing.239,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-254,existing.254,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-255,existing.255,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-256,existing.256,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-257,existing.257,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-268,existing.268,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_300_RC-ep-269,existing.269,EP_Coal_300_RC,Coal,Shanxi,35,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,300.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-185,existing.185,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-186,existing.186,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-187,existing.187,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-188,existing.188,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-190,existing.190,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-191,existing.191,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-192,existing.192,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-193,existing.193,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-194,existing.194,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-195,existing.195,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-196,existing.196,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-197,existing.197,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-200,existing.200,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-201,existing.201,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-202,existing.202,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-203,existing.203,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-206,existing.206,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-207,existing.207,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-208,existing.208,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-209,existing.209,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-212,existing.212,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-213,existing.213,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-214,existing.214,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-215,existing.215,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-216,existing.216,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-217,existing.217,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-218,existing.218,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-219,existing.219,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-3022,existing.3022,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-3023,existing.3023,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-3024,existing.3024,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_DRY-ep-3025,existing.3025,EP_Coal_600_DRY,Coal,Shanxi,40,False,True,False,False,False,8.26,3.9687714481811938,0.0,0.34,0.05,660.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-198,existing.198,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-199,existing.199,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-204,existing.204,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-205,existing.205,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-210,existing.210,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-211,existing.211,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,600.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-220,existing.220,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,500.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-221,existing.221,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,500.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-222,existing.222,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,500.0,.,False,.,0.4,False,.,1
Shanxi-EP_Coal_600_RC-ep-223,existing.223,EP_Coal_600_RC,Coal,Shanxi,40,False,True,False,False,False,7.93,3.9687714481811938,0.0,0.34,0.05,500.0,.,False,.,0.4,False,.,1
Shanxi-EP_Gas_CCGT_RC-ep-182,existing.182,EP_Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,6.86,2.2489704873026763,0.0,0.65,0.0224,860.0,.,True,.,0.45,False,.,1
Shanxi-EP_Gas_CCGT_RC-ep-183,existing.183,EP_Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,6.86,2.2489704873026763,0.0,0.65,0.0224,859.0,.,True,.,0.45,False,.,1
Shanxi-EP_Gas_CCGT_RC-ep-340,existing.340,EP_Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,6.86,2.2489704873026763,0.0,0.65,0.0224,126.0,.,True,.,0.45,False,.,1
Shanxi-Gas_CCGT_RC-11367,new.11367,Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,7.02,2.645847632120796,396.8771448181194,0.65,0.0224,.,.,True,.,0.45,False,.,1
Shanxi-Gas_CCGT_RC-11383,new.11383,Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,7.02,2.645847632120796,396.8771448181194,0.65,0.0224,.,.,True,.,0.45,False,.,1
Shanxi-Gas_CCGT_RC-11399,new.11399,Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,7.02,2.645847632120796,396.8771448181194,0.65,0.0224,.,.,True,.,0.45,False,.,1
Shanxi-Gas_CCGT_RC-11415,new.11415,Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,7.02,2.645847632120796,396.8771448181194,0.65,0.0224,.,.,True,.,0.45,False,.,1
Shanxi-Gas_CCGT_RC-11431,new.11431,Gas_CCGT_RC,Gas,Shanxi,20,False,False,False,True,True,7.02,2.645847632120796,396.8771448181194,0.65,0.0224,.,.,True,.,0.45,False,.,1
Shanxi-Gas_Combustion_Turbine_RC-13243,new.13243,Gas_Combustion_Turbine_RC,Gas,Shanxi,20,False,False,False,True,True,9.76,2.645847632120796,396.8771448181194,0.0318,0.0413,.,.,False,.,0.4,False,.,1
Shanxi-Hydro_NonPumped-ep-30024,existing.30024,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,10.89,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30055,existing.30055,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,6.97,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30086,existing.30086,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,8.12,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30117,existing.30117,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,9.74,.,False,.,0.3,False,.,1
