regional_fuel_market,period,tier,unit_cost,max_avail_at_cost
Shanxi,2023,0,15.6264331817627,157743072.0
Shanxi,2028,0,16.9608615875244,157743072.0
Shanxi,2033,0,18.1819072723389,157743072.0
Shanxi,2038,0,19.1470512390137,157743072.0
Shanxi,2043,0,20.3330612182617,157743072.0
Shanxi,2048,0,21.5190696716309,157743072.0
